Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Engine volume,Mileage_km,Cylinders,Doors,Wheel,Color,Airbags,turbo,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator
3763,790,DAEWOO,Gentra,2009,Sedan,1,1.6,91930,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18189,632,FORD,Fiesta,2017,Hatchback,0,1.6,53000,4.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
32772,777,HYUNDAI,H1,2014,Minivan,1,2.5,50877,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
10976,632,TOYOTA,Vitz,2007,Sedan,0,1.3,145000,4.0,4,Left wheel,Silver,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
17876,632,VOLKSWAGEN,Jetta,2015,Sedan,0,2.0,49656,4.0,4,Left wheel,Silver,10,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
15681,1832,MERCEDES-BENZ,Sprinter,2005,Microbus,0,2.2,500000,4.0,4,Left wheel,Red,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
549,474,FIAT,500,2013,Hatchback,1,1.4,170459,4.0,4,Left wheel,Red,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
23521,632,TOYOTA,Camry se,2013,Sedan,1,2.5,145000,4.0,4,Left wheel,Grey,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,1,3.5,107800,6.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
27284,456,TOYOTA,Camry,2015,Sedan,1,2.5,80000,4.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
13589,531,HYUNDAI,Elantra,2012,Sedan,1,1.6,162911,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6429,1405,BMW,X5,2009,Jeep,1,3.0,262072,6.0,4,Left wheel,Grey,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
13799,779,CHEVROLET,Captiva,2011,Jeep,1,2.2,148076,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15524,761,TOYOTA,Prius,2010,Hatchback,0,1.8,124000,4.0,4,Left wheel,Grey,8,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
13799,1505,FORD,Transit Connect,2012,Goods wagon,0,1.8,143560,4.0,4,Right-hand drive,White,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
8781,642,KIA,Optima,2012,Sedan,1,2.0,46208,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
62095,714,TOYOTA,Avalon,2018,Sedan,1,3.0,80000,8.0,4,Left wheel,Grey,10,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3763,779,TOYOTA,Camry,2013,Sedan,1,2.5,124912,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
8006,836,HYUNDAI,Sonata,2010,Sedan,1,2.0,66760,4.0,4,Left wheel,Black,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
706,585,HYUNDAI,Elantra,2013,Sedan,1,1.8,230746,4.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1960,830,TOYOTA,Yaris,2019,Sedan,1,1.5,0,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
8781,642,KIA,Optima,2012,Sedan,1,2.0,46208,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
18189,640,VOLKSWAGEN,CC,2013,Sedan,1,2.0,134400,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2038,1058,HYUNDAI,Santa FE,2012,Jeep,1,3.5,258493,6.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
13328,632,MERCEDES-BENZ,ML 350,2004,Jeep,1,3.7,136000,6.0,4,Left wheel,White,8,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
7840,632,NISSAN,Tiida,2006,Hatchback,0,1.5,143000,4.0,4,Right-hand drive,Black,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
8467,632,BMW,525,1997,Sedan,1,2.5,111111,6.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False
7840,993,MITSUBISHI,Colt,2006,Hatchback,0,1.3,235000,4.0,4,Left wheel,Black,4,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
31047,1077,HYUNDAI,Veloster,2019,Hatchback,0,2.0,12000,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
4000,632,SUBARU,Forester,2003,Goods wagon,0,2.5,1000,6.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
7527,474,CHEVROLET,Sonic LT,2013,Hatchback,0,1.4,190460,4.0,4,Left wheel,White,8,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
26500,1017,HYUNDAI,Tucson SE,2017,Jeep,1,2.0,46932,4.0,4,Left wheel,Black,10,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6586,1282,CHEVROLET,Captiva,2007,Jeep,1,2.0,74588,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
17249,502,TOYOTA,Prius C,2013,Hatchback,1,1.5,90000,4.0,4,Left wheel,Blue,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
26149,971,SSANGYONG,Korando,2016,Jeep,1,2.2,105344,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
9408,1109,HONDA,FIT,2014,Hatchback,0,1.3,139000,4.0,4,Right-hand drive,Silver,2,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
5175,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,537500,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
40142,911,MERCEDES-BENZ,Viano,2010,Minivan,1,2.2,177000,4.0,4,Left wheel,Silver,8,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
36774,833,CHEVROLET,Captiva,2015,Jeep,1,2.2,92825,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
40064,730,SSANGYONG,Actyon,2016,Jeep,1,1.6,48536,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11290,1266,HONDA,FIT,2014,Hatchback,0,1.5,60000,4.0,4,Right-hand drive,Silver,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
31361,632,HYUNDAI,H1 grandstarex,2011,Minivan,0,2.5,77000,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
47038,765,KIA,Sportage PRESTIGE,2015,Jeep,1,2.0,34000,4.0,4,Left wheel,White,8,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False
18817,3989,INFINITI,QX56,2006,Jeep,1,5.6,219200,8.0,5,Left wheel,Silver,16,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
13172,1793,MERCEDES-BENZ,E 350,2011,Sedan,1,5.5,325811,8.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3450,1325,SUBARU,Outback,2019,Jeep,1,2.5,15480,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6115,632,OPEL,Vectra,2000,Sedan,0,1.8,240000,4.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8900,632,MITSUBISHI,Airtrek,2001,Jeep,1,2.0,190000,4.0,4,Left wheel,Grey,4,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False
549,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,1,3.5,91493,6.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
10976,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,662021,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
4391,474,FIAT,500,2013,Jeep,1,1.4,107054,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
25089,632,HONDA,Cr-v,2012,Jeep,0,2.4,87792,4.0,4,Left wheel,Brown,12,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2744,640,SUBARU,XV,2013,Jeep,1,2.0,108259,4.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6272,632,VOLKSWAGEN,Passat,2000,Sedan,1,2.8,250000,6.0,4,Left wheel,Silver,6,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
5645,632,VOLKSWAGEN,Golf,1997,Hatchback,0,1.4,220000,4.0,4,Left wheel,Black,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
6272,632,NISSAN,Skyline 4WD,2004,Sedan,0,2.5,156000,6.0,4,Right-hand drive,Silver,6,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
25716,1292,BMW,X5,2016,Jeep,1,3.0,0,6.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3800,632,MAZDA,Protege,2001,Sedan,0,1.6,11111111,4.0,4,Left wheel,White,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
941,1750,TOYOTA,Highlander,2008,Sedan,1,3.3,226094,6.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
32302,1604,MERCEDES-BENZ,E 350,2014,Sedan,1,5.5,101424,8.0,4,Left wheel,Grey,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
6899,632,TOYOTA,Will Chypa,2002,Hatchback,0,1.3,102000,4.0,4,Right-hand drive,Blue,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
43905,1104,BMW,535,2015,Sedan,1,3.0,7800,6.0,4,Left wheel,White,16,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False
65858,632,MERCEDES-BENZ,Vito,2014,Minivan,1,2.2,120000,6.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False
38574,632,MERCEDES-BENZ,E 350,2013,Sedan,1,3.5,143000,6.0,4,Left wheel,Grey,11,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
42337,632,MERCEDES-BENZ,E 350,2013,Sedan,1,3.5,150000,6.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
11290,632,MERCEDES-BENZ,C 320 AMG,2004,Sedan,1,3.2,100000,6.0,4,Left wheel,Black,8,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
10192,1047,KIA,Ceed,2007,Hatchback,1,1.6,1000,1.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False
7527,1203,CHEVROLET,Camaro,2011,Coupe,1,3.6,168350,6.0,2,Left wheel,Red,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
16568,629,HYUNDAI,Elantra,2015,Sedan,1,1.6,100535,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
53580,833,HYUNDAI,Santa FE,2015,Jeep,1,2.2,143470,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
5959,781,TOYOTA,RAV 4,2012,Jeep,1,2.5,159901,4.0,4,Left wheel,Brown,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
34497,632,MERCEDES-BENZ,C 300,2014,Sedan,1,3.5,100358,6.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3500,632,VOLVO,S40,2001,Sedan,1,2.0,133502,4.0,4,Right-hand drive,Green,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9408,632,BMW,225,1999,Sedan,1,2.5,250000,8.0,4,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1803,761,TOYOTA,Prius,2010,Hatchback,1,1.8,258909,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17719,781,HYUNDAI,H1,2012,Minivan,1,2.5,52600,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
627,530,MINI,Cooper S Cabrio,2013,Hatchback,1,1.6,134035,4.0,4,Left wheel,Red,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
8006,893,HYUNDAI,I30,2008,Hatchback,1,1.6,62444,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
11917,632,FORD,Transit,2000,Microbus,0,2.3,300000,4.0,4,Left wheel,Yellow,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False
15367,531,NISSAN,Juke,2012,Jeep,1,1.6,139200,4.0,4,Left wheel,Black,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
20385,562,BUICK,Encore,2015,Jeep,1,1.4,58000,4.0,4,Left wheel,White,10,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
42933,784,TOYOTA,Aqua,2017,Hatchback,1,1.5,50909,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
28225,632,DODGE,RAM 1500,2000,Jeep,0,5.9,60800,8.0,4,Left wheel,Blue,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
784,586,TOYOTA,Prius,2012,Hatchback,1,1.8,174285,4.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
18817,690,HONDA,FIT,2016,Hatchback,0,1.5,49600,4.0,4,Left wheel,White,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9408,632,TOYOTA,VOXY,2003,Minivan,0,2.0,200000,4.0,5,Right-hand drive,White,2,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
15988,502,TOYOTA,Aqua,2013,Universal,1,1.5,88777,4.0,4,Left wheel,Yellow,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
37984,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,101200,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
25089,632,MERCEDES-BENZ,Sprinter,2009,Microbus,0,2.2,327000,4.0,4,Left wheel,White,2,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False
26657,632,TOYOTA,Camry SE,2014,Sedan,1,2.5,128320,4.0,4,Left wheel,Silver,10,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
14113,843,TOYOTA,Prius,2008,Hatchback,1,1.5,95520,4.0,4,Left wheel,Red,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
23521,777,TOYOTA,Camry,2014,Sedan,1,2.5,147845,4.0,4,Left wheel,Grey,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
13322,583,CHEVROLET,Spark,2018,Hatchback,1,1.0,62499,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
627,1750,TOYOTA,Highlander,2008,Sedan,1,3.3,277405,6.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2300,632,SUZUKI,Swift,2005,Hatchback,0,1.3,23000000,4.0,4,Right-hand drive,Silver,7,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
13454,1347,HYUNDAI,H1,2008,Minivan,1,2.5,93281,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1725,1324,TOYOTA,Highlander,2010,Jeep,1,3.3,226198,6.0,4,Left wheel,Green,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
45473,770,HYUNDAI,Tucson,2016,Jeep,1,1.7,25000,4.0,4,Left wheel,Silver,12,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False
30351,640,HYUNDAI,Santa FE,2013,Jeep,1,2.0,149038,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
43416,971,HYUNDAI,Santa FE,2016,Jeep,1,2.2,137986,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
11726,308,HONDA,FIT,2015,Hatchback,1,1.5,102528,4.0,4,Left wheel,Black,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
19444,632,TOYOTA,Prius,2012,Hatchback,0,1.8,137000,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
28225,911,MERCEDES-BENZ,C 220,2010,Sedan,1,2.2,0,4.0,4,Left wheel,Black,6,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
25716,891,HYUNDAI,Elantra,2016,Sedan,0,2.0,45500,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1300,632,VOLKSWAGEN,T3 0000,1985,Microbus,0,1.7,0,4.0,4,Left wheel,Brown,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
10349,632,MERCEDES-BENZ,E 320,2001,Sedan,1,3.2,0,6.0,4,Left wheel,Grey,8,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False
18817,632,SKODA,Superb,2011,Sedan,0,1.8,222000,4.0,4,Left wheel,Black,4,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
19000,632,HYUNDAI,Elantra,2013,Hatchback,1,1.8,95000,4.0,4,Left wheel,Grey,6,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
12544,640,VOLKSWAGEN,Jetta,2013,Sedan,0,2.0,112000,4.0,4,Left wheel,Grey,10,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
36065,1624,LEXUS,RX 350,2009,Jeep,1,3.5,155200,6.0,4,Left wheel,Brown,12,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,1,4.6,180659,8.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
36899,1091,HYUNDAI,H1,2016,Minivan,1,2.5,110169,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
7213,875,MITSUBISHI,Mirage,2012,Hatchback,0,1.0,111111,3.0,4,Right-hand drive,Golden,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
15367,632,HYUNDAI,Elantra,2010,Sedan,0,1.8,230400,4.0,4,Left wheel,Purple,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3450,586,TOYOTA,Prius,2012,Hatchback,1,1.8,35083,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
16308,632,MERCEDES-BENZ,E 320,2003,Sedan,1,3.2,160986,6.0,4,Left wheel,Black,12,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False
9565,397,LEXUS,CT 200h,2016,Hatchback,1,1.8,71904,4.0,4,Left wheel,White,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
25089,632,VOLKSWAGEN,Passat,2014,Sedan,1,1.8,68000,4.0,4,Left wheel,Carnelian red,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
14113,765,FORD,Focus,2015,Sedan,0,2.0,54000,4.0,4,Left wheel,Carnelian red,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
14113,632,TOYOTA,Aqua,2013,Hatchback,0,1.5,100000,4.0,4,Right-hand drive,White,6,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
10663,632,JEEP,Liberty,2003,Jeep,0,3.7,216000,6.0,4,Left wheel,Pink,2,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
14740,632,TOYOTA,Camry,2007,Sedan,1,2.4,348800,4.0,4,Left wheel,Grey,8,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
6429,830,HONDA,Accord,2019,Sedan,1,1.5,4088,4.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
29094,642,SSANGYONG,REXTON,2012,Jeep,1,2.0,78732,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
19312,707,HYUNDAI,Tucson,2011,Jeep,1,2.0,199660,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
44843,1249,HYUNDAI,H1,2017,Universal,1,2.5,105743,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
32744,765,CHEVROLET,Captiva,2015,Jeep,1,2.0,48294,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
11290,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,256355,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
4077,632,BMW,318,1995,Hatchback,0,1.8,285000,4.0,2,Left wheel,Blue,1,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
8467,632,NISSAN,Note,2007,Sedan,0,1.5,138000,4.0,4,Right-hand drive,Black,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
11604,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,432435,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
14269,1017,JAGUAR,F-pace,2017,Jeep,1,2.0,50531,4.0,4,Left wheel,Red,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
42400,730,SSANGYONG,Actyon,2016,Jeep,1,1.6,75300,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
11917,843,TOYOTA,Prius,2008,Hatchback,0,1.5,190000,4.0,4,Left wheel,Sky blue,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
40142,632,BMW,X6,2008,Jeep,1,3.5,139452,6.0,4,Left wheel,Black,8,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
7056,873,MITSUBISHI,Mirage,2014,Hatchback,0,1.0,10000,4.0,4,Right-hand drive,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
56450,632,BMW,428,2014,Coupe,1,2.0,110000,4.0,2,Left wheel,White,8,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False
23521,632,TOYOTA,Camry,2014,Sedan,0,2.5,167680,4.0,4,Left wheel,Black,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
15681,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,276546,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
17249,632,MITSUBISHI,Lancer,2009,Universal,0,2.0,124000,4.0,4,Left wheel,White,8,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
16621,632,HYUNDAI,Elantra,2012,Sedan,0,1.8,83000,4.0,4,Left wheel,Blue,8,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1700,632,CITROEN,C5,2001,Goods wagon,0,2.0,255000,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
14113,632,TOYOTA,Prius,2007,Hatchback,0,1.5,0,4.0,4,Left wheel,Sky blue,4,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
34108,777,HYUNDAI,H1,2014,Minivan,1,2.5,97010,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
54882,1327,TOYOTA,4Runner,2011,Jeep,0,4.0,137600,6.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
941,584,VOLKSWAGEN,Jetta,2014,Sedan,1,1.8,69248,4.0,4,Left wheel,Blue,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
45473,1249,TOYOTA,RAV 4,2017,Jeep,1,2.5,17600,4.0,4,Left wheel,Red,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
12544,831,HYUNDAI,Sonata,2011,Sedan,0,2.4,98000,4.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16766,584,CHEVROLET,Cruze,2014,Sedan,1,1.8,59532,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10036,891,HYUNDAI,Sonata,2016,Sedan,1,2.0,513137,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
103178,632,PORSCHE,macan S,2015,Jeep,1,3.0,82500,6.0,4,Left wheel,Grey,12,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
6272,790,HYUNDAI,Elantra,2009,Sedan,1,1.6,53256,4.0,4,Left wheel,Blue,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
15367,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,51274,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
14583,632,RENAULT,Megane 1.9CDI,2008,Sedan,0,1.9,168974,4.0,4,Left wheel,Silver,10,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16621,1511,HYUNDAI,Genesis,2010,Coupe,1,3.8,151977,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
13485,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,30363,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
22947,836,HYUNDAI,Tucson,2010,Jeep,1,2.0,199356,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
22580,779,TOYOTA,Camry,2013,Sedan,1,2.5,166720,4.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
15681,632,BMW,X5,2003,Jeep,1,3.0,280000,6.0,4,Left wheel,Grey,6,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
3450,607,TOYOTA,Camry,2019,Sedan,1,2.5,9626,4.0,4,Left wheel,Black,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
9722,632,MERCEDES-BENZ,C 240,2001,Sedan,1,2.6,20017,6.0,4,Left wheel,Black,10,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
3293,1086,CHEVROLET,Impala,2012,Sedan,1,3.6,128195,6.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
13799,632,TOYOTA,Aqua,2012,Hatchback,0,1.5,96000,4.0,4,Right-hand drive,Silver,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
14113,761,TOYOTA,Prius,2010,Hatchback,0,1.8,123270,4.0,4,Left wheel,Black,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
16838,419,NISSAN,March,2013,Hatchback,1,1.2,59000,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,1,2.0,50930,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
57526,1017,HYUNDAI,Santa FE,2017,Jeep,1,2.0,40950,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
